ID	Length	String
STR_MAINSUIFACE_KETSETTING	10	快捷栏绑定
STR_PLUGIN_2	43	温馨提示:插件更新后，重新登录角色方可生效。
STR_PLUGIN_3	20	当前插件系统版本号：
STR_PLUGIN_1	8	插件设置
STR_TEAMBUILD_45	154	<text>text="团队招募" font=65 </text><text>text="  （<KEY TOGGLE_TEAMBUILD_PANEL>）"font=65</text><text>text="\\\n点击打开团队招募界面。" font=106 </text>
STR_TEAMBUILD_47	87	首次激活大区并充值游戏时间满50元，满级前可获得免费7天游戏时间（点卡区不超过2000分钟）。
STR_NEW_HOKEY_MODE	18	新版快捷键触发方式
STR_NEW_HOKEY_MODE_TIP	121	新触发方式：支持任意顺序按下“辅助键”和“正常键”都能触发“辅助键+正常键”所对应的操作。\n(比如按键顺序为alt+w或者w+alt)
STR_TITLE_DEAD1	12	你已身受重伤
STR_SOCIAl_1	9	群/讨论组
STR_PROPERTY_NUQI	4	怒气
STR_TEAMBUILD_53	10	(帮会限定)
STR_PARTYRECRUIPANEL_1	10	精英赛挑战
STR_PARTYRECRUIPANEL_2	31	每日12点至次日凌晨1点均可参与。
STR_TIP_PLUGIN	32	你可以在这里更新或设置你的插件。
STR_PLUGIN_4	12	单体插件集合
STR_DABUTIE	6	大补贴
STR_NEW1	2	新
STR_HOT1	2	热
STR_HOT2	2	卖
STR_OFF1	2	折
STR_OFF2	2	扣
STR_SHOUW_ORNAMENT	18	勾选显示面部装饰物
STR_BUY4	6	购买：
STR_SAMECITY_TNOTASK2	79	       附近暂无相同任务的玩家。你可以通过发布招募信息来寻找共同完成任务的玩家！
STR_JI	2	积
STR_FEN	2	分
STR_ADDFRIEND6	6	赞一个
STR_PARTY_3	65	周六周日晚上9点至11点，获得资格的战队成员可参与名剑大会的精英赛。
STR_PARTYRECRUIPANEL_6	6	常规赛
STR_PARTYRECRUIPANEL_7	6	精英赛
STR_ARENA_1	6	贡献点
STR_ARENA_2	6	精英分
STR_ARENA_3	8	精英结算
STR_PARTYRECRUIPANEL_11	107	<text>text="精英战队" font=32 </text><text>text="\n在本周六周日21点-23点，有资格者可参加。" font=18 </text>
STR_PARTYRECRUIPANEL_13	8	队伍积分
STR_PARTYRECRUIPANEL_14	10	队伍精英分
STR_PARTYRECRUIPANEL_15	10	个人贡献点
STR_ARENA_4	10	常规赛排队
STR_ARENA_5	34	统计名剑大会战队积分，并进行排名。
STR_ARENA_6	12	名剑大会排名
STR_PQ_LISHIJIFENTIIP	40	历史积分，积分满后将会开启太原事件下一阶
STR_CHONGXIAO1	8	充消金额
STR_CHONGXIAO2	12	总充消金额：
STR_SHOP_SELL	32	提示：打开背包右键点击可出售物品
STR_NEWSSHOP_SHANGPIN	4	商品
STR_SHOP_TIPS	40	先选中物品才能购买（右键点击可快速购买）
STR_AWARD15	4	15元
STR_AWARD30	4	30元
STR_AWARD45	8	45元奖励
STR_AWARD60	4	60元
STR_KE	2	可
STR_LIN	2	领
STR_SHEILD_TIP1	34	格挡值（释放盾壁时需要消耗格挡值）
STR_SHEILD_TIP2	24	格挡值耗尽，无法释放盾壁
STR_WHOISUNDERCOVER1	12	运筹帷幄·幕
STR_WHOISUNDERCOVER2	78	玩家轮流发言描述自己的关键词，推断出不同于自己关键词的人，并投票找出敌方卧底。
STR_WHOISUNDERCOVER3	14	投票剩余时间：
STR_WHOISUNDERCOVER4	12	您的关键词：
STR_WHOISUNDERCOVER5	10	当前战况：
STR_WHOISUNDERCOVER6	8	敌方卧底
STR_WHOISUNDERCOVER7	8	苍云士兵
STR_WHOISUNDERCOVER8	8	确认投票
STR_WHOISUNDERCOVER9	8	放弃投票
STR_WHOISUNDERCOVER10	8	上轮结果
STR_SAMECITY_TNOTASK3	129	       当信息发布后，你可以关闭此界面并继续游戏！当其他玩家看到你发布的信息，并有兴趣和你一起完成此任务，你会收到对方的入队信息！
STR_TEAMBUILD2	12	发布招募信息
STR_SHOP_TIPS	40	先选中物品才能购买（右键点击可快速购买）
STR_CANGYUN_DUNPAITIPS	142	<text>text="格挡值" font=65 </text><text>text="\\\n战斗中施展盾墙每秒消耗2点，受到攻击则额外消耗1点；脱离战斗后每秒回复2点。" font=106 </text>
STR_ARENA_8	12	名剑大会排队
STR_ARENA_9	20	胜利后最多可获得奖励
STR_YOUAWARD	12	主邀人奖励：
STR_MEAWARD	12	被邀人奖励：
STR_ADDBUFF	12	强力增益效果
STR_ADDBUFF2	77	附属账号登录游戏，即可获得阅历、声望、修为分别提高10%的增益效果。满级前有效。
STR_20YIAWARD1	12	马驹·里飞沙
STR_20YIAWARD2	10	遗失的尊敬
STR_20YIAWARD4	8	海誓山盟
STR_20YIAWARDTIP5	10	剩余次数：
STR_20YIAWARDTIP6	14	今日可抽次数：
STR_20YICALENDER	8	抽奖日历
STR_11YUE	4	11月
STR_12YUE	4	12月
STR_20YIAWARDNOTICE1	67	1.充消金额、抽奖次数刷新需要重新登录游戏。可抽奖次数于每日0点重置。
STR_20YIAWARDNOTICE2	25	可抽奖次数于每日0点重置。
STR_20YIAWARDNOTICE3	129	2.前一天未使用完的抽奖次数一直保留，直到活动结束。2021年11月17日0点—11月18日7:00，无抽奖次数限制，玩家可使用完所有剩余抽奖次数。
STR_20YIAWARDNOTICE4	10	截止日期：
STR_20YIAWARDNOTICE5	17	2019年11月22日7点
STR_20YIAWARDNOTICE6	8	我的奖励
STR_20YIAWARDNOTICE7	79	注：活动期间抽奖获得的通宝预计将于2019年1月25日7:00发放，抽中的道具会立即获得！
STR_20YIAWARDNOTICE8	12	充值有效期：
STR_20YIAWARDNOTICE9	12	抽奖有效期：
STR_AWARD120	5	120元
STR_AWARD180	5	180元
STR_AWARD240	5	240元
STR_AWARD300	5	300元
STR_AWARD360	5	360元
STR_AWARD720	5	720元
STR_AWARD1440	6	1440元
STR_AWARD2160	6	2160元
STR_AWARDNOW	12	激活代言即得
STR_AWARDNOW15	20	受邀人充消达15元即得
STR_AWARDNOW75	20	受邀人充消达75元即得
STR_AWARDNOW180	21	受邀人充消达180元即得
STR_AWARDNOW500	21	受邀人充消达500元即得
STR_AWARDNOW2800	22	受邀人充消达2800元即得
STR_AWARDNOW3800	22	受邀人充消达3800元即得
STR_AWARDNOW60	20	受邀人充消达60元即得
STR_AWARDNOW120	21	受邀人充消达120元即得
STR_AWARDNOW240	21	受邀人充消达240元即得
STR_ADDFRIEND1	8	查找好友
STR_ADDFRIEND2	8	查找群组
STR_ADDFRIEND3	12	输入好友昵称
STR_ADDFRIEND4	8	偏好筛选
STR_ADDFRIEND5	12	刷新推荐好友
STR_ADDFRIEND6	6	赞一个
STR_ADDFRIEND7	16	未找到对应的玩家
STR_HORSEPANEL_HUNGRYTIP	140	<text>text="饥肠辘辘" font=164 </text><text>text="\\\n坐骑属性衰减，通过喂食可以提高饱食度\n（点击可以打开坐骑管理界面）  " font=106 </text>
STR_NEWSHOP_NOTIP	18	没有符合条件的商品
STR_ADDFRIEND7	14	当前帮会等级为
STR_NEW1	2	新
STR_TECHTREE_TIP2	23	2.本分支每周一7点重置。
STR_ADDTIME2	10	活动时间：
STR_CHOU	2	抽
STR_JIN	2	今
STR_20YIAWARD13	8	虚空交椅
STR_SYSTEM_HORSE	94	<text>text="坐骑管理" font=65 </text><text>text="  （<KEY TOGGLE_HORSE_PANEL>）"font=65</text>
STR_WORLD_YUN	10	显示云特效
STR_WORLD_HAI	12	显示海水特效
STR_WORLD_TOUMING	10	地图透明度
STR_WORLD_SUOFANG	16	地图默认缩放比例
STR_WORLD_JIAOTONG	10	显示交通线
STR_WORLDMAP_KAIGUAN	19	打开/关闭导航缩略图
STR_TEAMBUILD_54	16	您已发布一个招募
STR_PQ_REWARD	24	(贡献度不足，未获得奖励)
STR_CANGYUN_DUN	101	<text>text="擎盾姿态" font=65 </text><text>text="\\\n以盾为主要攻击武器，控制力较强" font=106 </text>
STR_CANGYUN_DAO	101	<text>text="擎刀姿态" font=65 </text><text>text="\\\n以刀为主要攻击武器，爆发力较强" font=106 </text>
STR_OP_GETGIFT	8	立即领取
STR_EQUIP_CLOAK	4	披风
STR_EQUIP_BACKCLOAK	8	披风衣饰
STR_TITLE_CLOTHING_HANGINGS	4	衣饰
STR_BACKCLOAK	4	披风
STR_ADD150%TXT2	78	10月19日7点-10月20日7点，按充消总金额3倍获得回馈积分。积分可用于购买外观道具。
STR_NEW_AWARD60	8	60元奖励
STR_NEW_AWARD120	9	120元奖励
STR_FULLLEVEL_3	8	彻底关闭
STR_FULLLEVEL_4	39	勾选后将永久关闭界面,不再显示界面入口。
STR_NEW_AWARD180	9	180元奖励
STR_NEW_AWARD240	9	240元奖励
STR_NEW_AWARD300	9	300元奖励
STR_QUIT_FACELIFT2	8	重置脸型
STR_UNFIND3	18	计数商品需单独购买
STR_NEWFACE	8	新建脸型
STR_OFFICIALWEB	8	请见官网
STR_NEW_2_AWARD60	8	60元奖励
STR_ADDFRIENDS	8	加为好友
STR_RUBANG	8	申请入帮
STR_LEFTNUM	10	剩余红包：
STR_LEFTCOIN	10	剩余通宝：
STR_EQUIP_ZUOJIAN	6	左肩饰
STR_EQUIP_YOUJIAN	6	右肩饰
STR_CHOOSEAWARD	8	奖品兑换
STR_ZHAOMUJIFEN	207	<text>text="招募积分" font=65 </text><text>text=" "font=65</text><text>text="\\\n受邀好友充值游戏时间或消耗通宝（代付除外），每花费1元获得1招募积分。部分活动期间，招募积分会有更高返还比例。" font=106 </text>
STR_SENDINV	8	发送邀请
STR_COPY	8	点击复制
STR_EMAILINV	32	输入受邀人的邮箱，系统发送邮件。
STR_LINKINV	20	复制邀请链接给好友：
STR_FINFFRIEND	8	点击招募
STR_RECRUIT	28	点击可查看受邀人的状态和记录
STR_FRIENDBACK_01	8	好友招募
STR_FRIENDBACK_03	8	邀请链接
STR_FRIENDBACK_04	34	可直接复制邀请链接予好友发起绑定。
STR_FRIENDBACK_05	8	全部显示
STR_FRIENDSTATUS	10	受邀人状态
STR_EQUIP_ZUOJIAN	6	左肩饰
STR_EQUIP_YOUJIAN	6	右肩饰
STR_LSHOULDER	6	左肩饰
STR_RSHOULDER	6	右肩饰
STR_FULLLEVEL_1	8	查看任务
STR_FULLLEVEL_2	64	完成当前任务可获得如下奖励（奖励会在任务完成时自动发放到背包）：
STR_TIMELIMITWAIZHUANG	48	该外装处于限时购买状态，更换或领取后将永久拥有。
STR_BUYALL	34	该套外装已全部购买，不能再次拥有。
STR_BUYPART	38	该套外装已拥有部分部件，不能再次拥有。
STR_DAIFU	34	该套外装正处于代付状态，不能领取。
STR_BUYSTORAGE	42	该套外装正处于“保管区”内，此处不能领取。
STR_CHONGXIAO3	14	充值时间金额：
STR_CHONGXIAO4	18	返还总时长(分钟)：
STR_TIMEOUT	74	红包领取结束，剩余红包无法再领取，红包领取情况与余额将通过邮件告知发放者。
STR_WARNINGCANTBUY	44	20级以下的角色无法抢购限量商品，请慎重充值！
STR_Album_HIDENPC	7	隐藏NPC
STR_Album_HIDEOTHERPERSON	12	隐藏其它玩家
STR_ALBUM_DOFIELD	4	景深
STR_Album_YANJINGKAIGUAN	12	眼睛焦点开关
STR_Album_YANJINGFANGXIANG	22	点击拖动可调节视线方向
STR_Album_FUYUAN	4	复原
STR_Album_FENXIANG	4	分享
STR_Album_TUPIANBIANJI	8	图片编辑
STR_Album_YUNDUAN	4	云端
STR_SELFIE_DOF	4	焦距
STR_PS_BRIGHTNESS	4	亮度
STR_PS_CONTRAST	6	对比度
STR_REDHAND	8	手气最佳
STR_RANKPANEL_TISHI	21	排名更新：每周一14:00
STR_FULLLEVEL_5	32	提示：双击教学点也可查看任务哦。
STR_NOGOODS2	16	暂未获得优惠券！
STR_RANGE1	6	适用：
STR_CARDTIP	199	<text>text="提示：" font=163 </text><text>text="\\\n1、每单最多使用1张优惠券。\n2、过了有效期，优惠券会自动消失。\n3、易容脸型、部分限时\限量商品、周边、特殊道具，如：“舞石浣色”等均不能使用优惠券。
STR_YOUHUI	6	优惠：
STR_MYCARD	6	优惠券
STR_CHECKGOODS	12	查看适用对象
STR_CROSSMAP_1	22	该场景会强制开启阵营。
STR_CROSSMAP_2	6	交战中
STR_CROSSMAP_3	12	选择秘境难度
STR_CROSSMAP_4	8	秘境大全
STR_CROSSMAP_5	8	立即前往
STR_FBLIST_JINGSUPAIHANG	8	竞速排行
STR_FBLIST_PAIMING	4	排名
STR_FBLIST_DUIZHANG	4	队长
STR_FBLIST_SHICHANG	4	时长
STR_FBLIST_BANGHUI	4	帮会
STR_FBLIST_RIQI	4	日期
STR_FBLIST_DUIYUANLIEBIAO	8	队员列表
STR_FBLIST_FBJISHI	8	副本计时
STR_FBLIST_FBOSSJISHI	8	首领计时
STR_FBLIST_DUIYUANMINGZI	8	队员名字
STR_MENTOR_LASTTIME	9	最后登录:
STR_MENTOR_ENTRANCE	9	入门时间:
STR_MENTOR_1	7	师徒值:
STR_MENTOR_8	8	师徒转换
STR_MENTOR_9	9	转换费用:
STR_MENTOR_10	8	开始转换
STR_MENTOR_11	4	转换
STR_MENTOR_12	22	恭喜你！已经成功转换！
STR_MENTOR_13	152	满级后，亲传徒弟可永久免费转换为亲传师父。\n担任亲传师父后，每个账号有一次机会免费转换为亲传徒弟；\n若免费机会用尽，则可消耗3000通宝重新转换为亲传徒弟。
STR_FBLIST_WODELISHICHENGJI	16	我的最佳历史成绩
STR_SOCIA_TWOFRIEND	92	<text>text="双向好友" font=163 </text><text>text="\\\n你与对方互为好友。\n" font=106 </text>
STR_SELFIE_CHAKANBENDIXIAGNCE	8	本地相册
STR_SELFIE_BENDIXIAGNCETIP	22	点击打开本地相册文件夹
STR_SELFIE_SEJIE	4	色阶
STR_SET_AS_DEFAULT	8	设为默认
STR_SET_AS_DEFAULT_CONFIG	28	将当前设置保存为本机默认设置
STR_CROSSMAP_6	146	<text>text="竞速模式" font=163 </text><text>text="\n该模式会记录队伍击伤首领所耗时长，全服侠士均可在“秘境大全”中查看竞速排行。" font=106 </text>
STR_FBLIST_LISHIZUIJIA	8	历史最佳
STR_FBLIST_JISHI	4	计时
STR_FBLIST_LISHIBOSS	10	已击伤首领
STR_SAFE_TIPTITLE2	8	温馨提醒
STR_BUYTIP1	59	1、请侠士仔细核对佩戴限制及属性，避免购买到无法使用的装备。
STR_BUYTIP2	59	2、购得装备后有10分钟试穿时间，侠士可享受时限内的退货福利。
STR_CHANGCOLORBTN	8	更换颜色
STR_SYSTEM_SELFTIE	43	<text>text="幻镜云图" font=65 </text><text>
STR_FBLIST_DUIYUANLIEBIAOTIP	20	点击打开队员列表界面
STR_SURE2	8	确定购买
STR_LEAVE	4	离开
STR_MENTOR_55	4	免费
MAP_QUEUE_CANCEL	12	点击取消排队
STR_MAP_QUEUE	9	排队中...
STR_MAP_QUEUE_AUTOSURE	8	自动进入
STR_MAP_QUEUE_AUTOSURE_TIP	48	勾选后排队结束时不再弹出提示框\n直接进入目标地图
STR_MENTOR_TRAN_COST	4	3000
STR_ATTENTION2	6	注意！
STR_SYNDRESS	8	同步进度
STR_OUTMIJING	8	退出秘境
STR_KILLED	8	已有进度
STR_CASTINGPANEL_CHENGGONGLV	6	成功率
STR_CASTINGPANEL_KAISHILIANHUA	8	开始炼化
STR_CASTINGPANEL_JIAGONGFEIYONG	8	加工费：
STR_CASTINGPANEL_STONETIPS	26	加入五行石可提高炼化成功率
STR_CASTINGPANEL_MUBIAODENGJI	8	选择等级
STR_CASTINGPANEL_MUBIAOSHULIANG	8	目标数量
STR_CASTINGPANEL_ZUIHOUKEHUODE	10	最后可获得
STR_ZHUANFUGUIZE2	47	7、账号安全等级需要达到百密一疏（绑定密保锁）。
STR_PAY7	18	件蓝色及以上物品。
STR_PAY8	76	注：每个季度蓝色及以上物品可恢复15件，超过15件后每增加1件恢复需消耗100通宝。
STR_NEWTASKAVI	18	当前可接取新的任务
STR_NEWTASKAVI2	8	接取任务
STR_NEWTASKAVI3	6	进行中
STR_NEWTASKAVIED	10	任务进行中
STR_ZHOUBIAN	8	实体周边
STR_ZHOUBIANTIP	220	<text>text="提示：\n" font=65 </text><text>text="1、周边商品会根据下单后的地址进行配送，不能交易给其他玩家。\n2、下单成功后，游戏内附赠物品可立即获得，并拾取绑定。\n3、“交易中心”的“周边订单”处可设置收货地址！"</text>
STR_EXTERIORBOX_ZHOUBIAN	8	周边订单
STR_EXTERIORBOX_HAO	6	订单号
STR_ORDWEFORM_TIME	8	下单时间
STR_ADRESS	12	选择收货地址
STR_CHECKORDER	8	查看订单
STR_MYADRESS	8	收货地址
STR_ADRESSNOW	22	下单后立即设置收货地址
STR_QIYUL_MULU	4	目录
STR_CASTINGPANEL_2JI	4	二级
STR_CASTINGPANEL_3JI	4	三级
STR_CASTINGPANEL_4JI	4	四级
STR_CASTINGPANEL_5JI	4	五级
STR_CASTINGPANEL_6JI	4	六级
STR_DISCOUPON_CARD	6	折扣券
STR_FULLCUT_CARD	6	满减卷
STR_INPUT_REFINE_ITEM	18	放入需要炼化的物品
STR_REFINE_MAXLEVEL	22	该物品已精炼至最高等级
STR_ACHIEVEMENTL_GAIKUANG	4	概况
STR_ACHIEVEMENTL_CHENGJIU	4	成就
STR_ACHIEVEMENTL_WUJIA	4	五甲
STR_ACHIEVEMENTL_ZHUIZHONG	8	成就追踪
STR_ACHIEVEMENT_JJWC	8	即将完成
STR_ACHIEVEMENT_CJJC	8	成就进程
STR_NO_FIND_STR	10	输入关键字
STR_ACHIVEMTNT_MYACHI	8	他的成就
STR_ACHIVEMTNT_NOTACHI	22	没有符合条件的搜索结果
STR_TIP_SHOP_SHIELD	27	购买功能暂未开启,敬请期待！
STR_ACHIVEMTNT_FIND_TIP	10	请输入名称
STR_ACHIEVEMENT_HDJL	10	获得奖励：
STR_ACHIEVEMENT_YYMJ	8	隐元秘鉴
STR_CASTINGPANEL_LHGZ1	34	放入五行石或五彩石\n可提升物品属性
STR_CASTINGPANEL_LHGZ2	25	● 可放入五彩石，提升等级
STR_CASTINGPANEL_LHGZ3	25	● 可放入五行石，提升等级
STR_ZENGPIN	4	赠品
STR_ACHIEVEMENT_TDCJ	8	他的进程
STR_ACHIEVEMENT_MULU	8	返回目录
STR_EXAM_JIAOJUAN	4	交卷
STR_ACHIVEMTNT_JIANGLI	8	阶段奖励
STR_ACHIVEMTNT_SCENE	8	当前场景
STR_ACHIVEMTNT_FANHUISHANGJI	12	返回上级成就
STR_ADD200%1	12	200%积分回馈
STR_ADD200%TXT1	77	8月27日7点—8月28日7点，按充消总金额2倍获得回馈积分。积分可用于购买外观道具。
STR_PROPERTY_DAMAGESCORE	8	伤害评分
STR_PROPERTY_DEFENDSCORE	8	坚韧评分
STR_PROPERTY_INFO2	8	详细属性
STR_7.9RANG	36	适用：全场通用（限量、限时商品除外）
STR_7.9TIME	24	时限：领取后72小时内有效
STR_ACRULE1	52	1、每充值消耗200元，可获得1张全场通用的7.9折折扣券；
STR_ACRULE2	52	2、折扣券领取后72小时内有效，建议不要1次性全部领取；
STR_ACRULE3	50	3、活动界面将于9月1日7点消失，请不要错过领取时间。
STR_CancelOrder	8	取消订单
STR_PAY	4	付款
STR_OP_PAYNOW	8	立即支付
STR_OP_CANCELPAY	8	取消订单
STR_SPECIALNOTES	49	注：如付费/订单有异常，请联系客服：028-85309911。
STR_PARTY2	10	签到奖励：
STR_CHANGECOLOR	4	改色
STR_TITLE_SAVETOLIST	8	保存改色
STR_LUCKY_ZHENQI	4	珍奇
STR_LUCKY_XIYOU	4	稀有
STR_ACHIVEMNT_YINYUADAAN	8	隐元秘档
STR_EVERYDAYAWARD	14	每日可领礼包：
STR_EVERYDAYAWARD2	16	打开礼包可获得：
STR_SUBMITORDER	8	提交订单
STR_PAYLEFTTIMETIP	60	你拥有30分钟的付款时间，逾期会购买失败，商品会重新上架售卖。
STR_ADRESSLEFTTIMETIP	46	填写地址才能保证商品按时邮寄，请留意截止时间。
STR_TUOYINSUIP8	8	兵甲图谱
STR_CASTING_JLSHENGJI	8	精炼升级
STR_CASTING_KSJINGLIAN	8	快速精炼
STR_ZHUANBEI_SHULIANG	8	数量总和
STR_ZHUANBEI_DENGJI	8	等级总和
STR_MORE_SUB_ACHIEVEMENT	18	更多请查看成就界面
STR_CASTINGPANEL_DIAMONDTIPS	28	加入五彩石可以提高精炼成功率
STR_DA	2	达
STR_BIAO	2	标
STR_FINISH_ALL_ACHIEVEMENT	14	已完成所有成就
STR_COINSHOP_RECOMMEND	8	外观推荐
STR_CHANGECOLOR2	8	披风改色
STR_LUCKYMEET_MEIYOU2	16	尚未获得该类奇遇
STR_LUCKYMEET_QIYU	4	奇遇
STR_SEENOW	8	立即预览
STR_FBLIST_29	8	活动推荐
STR_CRAFTMANAGEPANEL_EDIT_SEARCH	20	搜索：名称、配方来源
STR_CRAFTSTUFFPANEL_TITLE	8	所缺材料
STR_CRAFTSTUFFPANEL_SUBTITLE	12	全部所缺材料
STR_NEW_ENEMATION1	12	学会了新表情
STR_TEAMBUILD_11	8	发布招募
STR_TEAMBUILD_16	4	撤销
STR_TEAMBUILD_11_1	8	修改招募
STR_TEAMBUILD_12	8	刷新列表
STR_YIGUANZHU	6	已关注
STR_WEIGUANZHU	6	未关注
STR_ARENA_10	156	<text>text="当前状态无法参加常规赛排队。\n" font=27 </text><text>text="如下情况：\n1、您当前不是小队队长；\n2、当前不在常规赛开放的时间内。" font=18 </text>
STR_ARENA_11	198	<text>text="当前状态无法参加精英赛排队。\n" font=27 </text><text>text="如下情况：\n1、您当前不是小队队长；\n2、当前不在精英赛开放的时间内；\n3、队长未解锁精英赛或本周精英赛场次为0。" font=18 </text>
STR_CANCEL_RESET	8	取消重置
STR_RESET_PASSWORD	8	重置密码
STR_MONEY_LIMIT	96	当前携带金币已达上限？开通商会贵宾可享受更高上限福利。\n白银贵宾 80万→120万；黄金贵宾 80→200万
STR_GOLDTEAM_DISTRIBUTION	8	收入发放
STR_GOLDTEAM_RELEASEPERSON2	10	应用并发布
STR_GOLDTEAM_SAVE	12	保存修改信息
STR_GOLDTEAM_RELEASESTREAM	12	发布流水记录
STR_INSURANCE_MONTH	400	<text>text=\"你正在登录[<D0>]，目前累计充值时间<D1>元，继续充值时间<D2>元或以上，即可额外获得以下特权：\n" font=27 </text>text=\"\\\n\\\n<text>text=\"\\\n1）额外的2000分钟（7天内有效）免费游戏时间\" font=18  </text><text>text=\"\\\n2）免费领取首充奖励（马匹、丹药、挂件等）\" font=18 </text><text>text=\"\\\n3）如对游戏品质不满意，还可申请最高120元人民币退款（需满足退款协议要求）。\" font=18 </text>
STR_INSURANCE_POINT	400	<text>text=\"你正在登录[<D0>]，目前累计充值时间<D1>元，继续充值时间<D2>元或以上，即可额外获得以下特权：\n" font=27 </text>text=\"\\\n\\\n<text>text=\"\\\n1）额外的2000分钟（7天内有效）免费游戏时间\" font=18  </text><text>text=\"\\\n2）免费领取首充奖励（马匹、丹药、挂件等）\" font=18 </text><text>text=\"\\\n3）如对游戏品质不满意，还可申请最高120元人民币退款（需满足退款协议要求）。\" font=18 </text>
STR_CAMP_RANKLINE	22	至下一级战阶升级进度：
STR_RANKINFO	176	温馨提示：每周帮会战功榜阵营排名前30或总战阶积分高于140万，则可保有所占据点，否则下周每日扣除3万帮会资金。若一周后仍未满足任一上述条件，则回收据点归阵营所有。（刷新间隔15分钟）
STR_SEASON_HQ	212	温馨提示：赛季结算时，1名帮会获得南屏山据点；2-10名及11-20名中的三个随机帮会，各获得限时一周的挑战道具。使用道具可优先挑战本阵营其余12处据点，一周后仍有据点未归属帮会，则该据点可被本阵营任一无据点帮会挑战并占领。
STR_SEASON_ER	210	温馨提示：赛季结算时，1名帮会获得昆仑据点；2-10名及11-20名中的三个随机帮会，各获得限时一周的挑战道具。使用道具可优先挑战本阵营其余12处据点，一周后仍有据点未归属帮会，则该据点可被本阵营任一无据点帮会挑战并占领。
STR_RANKING_TITLE	4	排名
STR_NEWPET_OTHERPET	8	对方宠物
STR_NEWPET_OTHERCHOGNWUSHU	10	对方宠物：
STR_UISET_TEAM	4	小队
STR_TONG_WAR_TIP	35	<text>text="帮会正在开战中" </text>
STR_FBLIST_29	8	活动推荐
STR_CRAFTMANAGEPANEL_EDITSEARCH	20	搜索：名称、配方来源
STR_CRAFTSTUFFPANEL_TITLE	8	所缺材料
STR_CRAFTSTUFFPANEL_SUBTITLE	12	全部所缺材料
STR_LEFTNUM2	8	剩余名额
STR_DAXIATIP	26	加入门派后方可参与此活动！
STR_ACTIVITYRULES	74	各服各派率先达到95级的前100名角色，可获得挂件奖励；前5名还可获得五甲成就！
STR_PRESTIGE	4	威望
STR_ZHAN_JIE	8	战阶积分
STR_MYSCHOOL	14	本门派争夺状况
STR_OTHERSCHOOL	16	其他门派争夺状况
STR_LEFTMONEY	10	剩余金币：
STR_SKILL_XIUWEI2	6	修为：
STR_COMPASS_TIPS	327	<text>text="团队挖宝累计次数" font=27 </text><text>text=\"\\\n◆参与团队挖宝有概率触发团队宝藏点，团队宝藏点必出特殊事件；\" font=162 </text><text>text=\"\\\n◆当团队挖宝累计40次，必出一个团队宝藏点；\" font=162 </text><text>text=\"\\\n◆以下情况将清空团队挖宝次数：退出队伍、解散队伍、所有队员下线、换地图。\" font=162 </text>
STR_SHENJICHE_TIP	12	点击离开载具
STR_AWARDGET	8	奖励获得
STR_SYSBAG	54	自动收藏生活技能等所需的工具，不占用背包空间，不可拖动
STR_SWAP_MOUSE2	16	(左右键操作相反)
STR_EXTERIORBOX_ZHOUBIAN2	8	周边推荐
STR_LANGYINDIAN 	8	狼影币：
STR_LANGYINDIANTip	8	奖牌介绍
STR_LYJIESHAO	410	<text>text=\"◆队伍规则：以当前持有红黄蓝中某种颜色狼影币最多为标准实时变更势力，其余两色均为敌人；\" font=162 </text><text>text=\"\\\n\\\n◆晋级规则：每个比赛场地率先集齐30枚狼影币的三名玩家晋级，共9名玩家进入复赛争夺奖牌；\" font=162 </text><text>text=\"\\\n\\\n◆奖励规则：以玩家在该场狼影殿中曾获得狼影币最大值为奖励标准，每枚狼影币奖励15威望、8战阶以及0.3金，金银铜牌玩家获得额外奖励 。\" font=162 </text>
STR_DOUB11TIME1	24	11月11日0点-11月11日24点
STR_DOUB11TIME2	23	11月11日0点-11月17日7点
STR_ZHOUCHANG_INTRO	85	每周六、周日15点-19点及21点-凌晨1点开启；获得狼影币越多，奖励越丰厚，奖牌获得额外奖励
STR_TIP_SEARCH	16	聊天频道内容搜索
STR_ARENA_TITLE	8	名剑大会
STR_ARENAQUEUE_CHANGGUI	10	常规赛奖励
STR_ARENAQUEUE_JINGYING	10	精英赛奖励
STR_PARTY_BSTIP	92	玩家每周可获得10场对应模式的精英赛资格（每种模式最多可累计50场），需解锁精英赛资格方可参赛。
STR_ARENAQUEUE_JYSJF	10	精英赛积分
STR_CASTING_TITLE2	8	升级信息
STR_CASTING_NUMTIPS	26	请输入想要合成的五行石数量
STR_CASTING_UPGTITLE	12	精炼等级提升
STR_CASTING_SXTS	8	属性提升
STR_CASTING_STONES	10	有概率生成
STR_RECOMMENDATION	8	专题推荐
STR_CHNEGYI	4	成衣
STR_YISHIGUAJIAN	10	衣饰和挂件
STR_WUQIDAOJU	10	武器和道具
STR_SHIFTTIP	21	按住Shift键可单件预览
STR_HAIRTIP	34	这套定制发型，更适合上面的外装哦！
STR_ZONGJIA3	6	总价：
STR_NEEDFINDTIP2	32	活动期间可用积分购买【兵甲图谱】
STR_SHOUJISHUOMING1	13	如何收集外观?
STR_SHOUJISHUOMING2	46	方法1：穿上对应外观名的装备1次，即可完成收集。
STR_SHOUJISHUOMING3	49	方法2：消耗一定数量的【兵甲图谱】，即可完成收集。
STR_SHOUJISHUOMING4	24	如何永久拥有收集的外观？
STR_SHOUJISHUOMING6	32	收集道具【兵甲图谱】获得的途径？
