ID	Name	BarText
7714	兵器架	
7715	粮草	
7716	2号木桶堆	
7717	4号_前置关卡木平台	
7718	石门	
7719	2号关卡_木板	
7720	一阶装备	拾取
7721	屏风	检查屏风
7722	一阶武器	拾取
7723	二阶装备	拾取
7724	二阶武器	拾取
7725	三阶装备	拾取
7726	三阶武器	拾取
7727	麻布绷带	拾取
7728	海沙	正在搜索痕迹
7729	招魂阵眼	运功
7730		
7731	奇特的枪	
7732	2号关卡_小船	
7733	响箭	捡起响箭
7734	柴堆	搬运柴草
7735	油罐	搬运油罐
7736	周边用船_我方	
7737	周边用船_敌方	
7738		
7739	凌波草	拾取
7740	凌波草	拾取
7741	尸体	
7742	鱼网	
7743		
7744		
7745	九转还魂草	拾取
7746	地宫出口机关	逃出生天
7747		
7748		
7749		
7750	寒玉石碎块	
7751	土块	
7752		
7753	天阶武器	拾取
7754	天阶装备	拾取
7755	火山岩	拾取
7756	海滩石	拾取
7757	水缸	拾取
7758	珊瑚	拾取
7759	贝壳	拾取
7760	海滩石	拾取
7761	珊瑚	拾取
7762	匿踪宝盒	拾取
7763	苜蓿草	采集
7764		
7765	1号前_绳索逻辑石头	
7766	红花月桃	拾取
7767	宽叶草	拾取
7768	四散的书信·其三	
7769	劫掠的货物	拾取
7770	告示牌	
7771	木板	
7772	带血的金钗	查看
7773	丢弃的沧溟石	拾取
7774	丢弃的珊瑚	拾取
7775	丢弃的水缸	拾取
7776	丢弃的宽叶草	拾取
7777	道旁墓碑	调查
7778	丢弃的麻布绷带	拾取
7779	石马	拾取
7780	石马	拾取
7781	石马	拾取
7782	石雕	拾取
7783	石龟	拾取
7784	4号_前置关卡木台1	
7785	4号_前置关卡木台缩小	
7786	4号_前置关卡木棍1	
7787	水鬼的鱼枪	
7788	开关门	
7789		
7790	药引子	拿取
7791	烤肉架	
7792	烤肉架	
7793	烤鱼架	
7794	碑铭·第二届霸王擂魁首尹陌寻	抄录碑铭
7795	碑铭·第三届霸王擂魁首林若洋	抄录碑铭
7796	碑铭·第四届霸王擂魁首方娥孙	抄录碑铭
7797	碑铭·第五届霸王擂魁首康杖石	抄录碑铭
7798	碑铭·第六届霸王擂魁首康仙云	抄录碑铭
7799	碑铭·第七届霸王擂魁首尹无乾	抄录碑铭
7800	碑铭·第八届霸王擂魁首方乾	抄录碑铭
7801	碑铭·第九届霸王擂魁首尹天赐	抄录碑铭
7802	碑铭·第十届霸王擂魁首方宸	抄录碑铭
7803	碑铭·第十一届霸王擂魁首康雪折	抄录碑铭
7804	碑铭·第十二届霸王擂魁首尹念鸿	抄录碑铭
7805	碑铭·第十三届霸王擂魁首方子游	抄录碑铭
7806	丢弃的装备·一	拾取
7807	丢弃的装备·二	拾取
7808	丢弃的装备·三	拾取
7809	丢弃的装备·天	拾取
7810	4号_前置关卡灌木	
7811	4号_前置关卡木桩3倍大小	
7812	4号_前置关卡长木平台缩小一半版本	
7813	树藤	
7814	4号_前置关卡装束树	
7816	沐霖果	拾取
7817	石块	拾取
7818	丢弃的沐霖果	拾取
7819	淤泥	拾取
7820	沧溟神兵匣	拾取
7821	锻造台	
7822		
7823	珍珠蚌	拾取
7825	灶台	烹饪
7826	死蚯蚓	翻捡
7827	药宗弟子遗骸	
7828	烟花	
7829	金疮药	拾取
7830	丢弃的凌波草	拾取
7831	制箭台	
7832	储箭桶	
7833	死去的鱼虾	
7834		
7835	玄武长老的信物	
7836	海盗衣	
7837	孙楚珊的包裹	
7838	鲨鱼尸体	
7839	砥砺同心宝箱	打开
7840		
7841	风雨同舟宝堆	拾取
7842		
7846	珍稀宝箱	
7847	珍稀宝箱	
7848	宝箱低级	
7849	宝箱高级	
7850	草药1	
7851	草药2	
7852	草药3	
7853	草药4	
7854	草药5	
7855	草药6	
7856	草药7	
7857	草药8	
7858	草药9	
7859	草药10	
7860	草药11	
7862	宝箱	
7863	宝箱2	
7864	宝箱3	
7865	凝血草	
7866	劲骨草	
7867	伤阳草	
7868	化阴草	
7869	毒清草	
7870	会力草	
7871	静神草	
7872	引灵草	
7876	锅	
7877	锅	
7878	灶台	
7879	药臼	
7880	火盆	开锁
7882	牢房	开锁
7883	十年一剑	
7884	梦回大唐	
7885	巨鳌岛令牌	拾取
7888	珍稀宝箱	
7889	珍稀宝箱	
7890	珍稀宝箱	
7891	珍稀宝箱	
7892	珍稀宝箱	
7894		
7895		
7896		
7897		
7898	浮生醉	饮酒
7899	名册	
7900	香案	
7901	令牌	
7903	团圆宴	
7904	布防图	
7905	蔷薇列岛舆图	
7906	包裹	
7907	正厅门	
7908	柜子	
7909	正厅门	
7910	磷粉弹堆	
7911	四散的书信·其二	
7912	散落的书籍	
7913	泉眼	
7914	锁死牢房门	
7915	画卷	
7916	石门	
7917	老参	采摘
7918	百年云蚌	
7919	干粮	
7920	药品	
7921	药田	
7922	姜家的馈赠	
7923	迷雾	
7924		
7925	香炉	
7926	离火树枝	
7927	钩索机关	
7928	物资	
7929	物资	
7930	姜家的馈赠	
7931	千叶桃花	
7932	越窑青釉皮囊式壶	
7933	松竹图	
7934	越窑兰花纹缸	
7935	鹊登芍药缸	
7936	黄菊	
7937	白釉牡丹梅瓶	
7938	无锡葫芦注子	
7939	出口铁栏	
7940	花名签酒令	
7941	落叶	
7942	归元盒	
7943	姜家的馈赠	
7944	姜家的馈赠	
7945		
7946	桌子	
7947		
7948	跪垫	
7949	钩索机关	
7950		
7951		
7952	石头	
7953		
7954		
7955		
7956		
7957	遗落的包裹	拾取
7958		
7959	慧枯铁门	
7960		
7964	姜家的馈赠	
7965		
7966	布娃娃	
7967	牛车奖励	
7968	牛车被打奖励	
7969	巨大树根	
7971	石墙	
7972	巨大石墙	
7973	独叶草	采集
7974	羽叶报春	采集
7975	忍冬	采集
7976	野果	拾取
7977	桃儿七	采集
7978		
7979		
7980		
7981		
7982	公告板	
7983		
7984	陈酿小曲	
7985	寿王妃睦锦	拾取
7986	灶台	
7987	小桌	
7988	饭菜	
7989		
7990		
7991	军用物资	
7992	海胆	采集
7993	九龙升景	
7994	幽寒锥	拾取
7995	炎龙熔岩	熔化
7996	佛像	
7997	石匣	
7998	机关台	
8000	金陵酒	取酒
8001	长凳	
8002	桌子	
8003	源氏符咒·一	
8004	源氏符咒·二	
8005	泉眼	
8006	替身木头	
8007	书籍	翻找
8008	酒杯	
8009	酒壶	
8010	透明障碍	
8011	碑铭·海门关	抄录碑铭
8012	碑铭·霞海圣母像	抄录碑铭
8013	碑铭·太白山	抄录碑铭
8014	碑铭·机枢府·义	抄录碑铭
8015	碑铭·厌兵院·情	抄录碑铭
8016	碑铭·昭明苑·妒	抄录碑铭
8017	碑铭·凌雪阁·百相所司	抄录碑铭
8018	碑铭·凌雪阁·昭明之训	抄录碑铭
8019	碑铭·凌雪阁·精密所制	抄录碑铭
8020	碑铭·百川港	抄录碑铭
8021	石块	
8022		
8023	樱华坠梦	
8024		
8025	残信	
8026	战鼓	
8027		
8028		
8029	大锻造台	
8030		检查
8031	烟雾	
8032		
8033	灰尘	
8034	核桃木	
8035	榆木	
8036	须巣童木	
8037	灵力罩子	
8038	物资	
8039	物资	
8040	金刚破魔石一阶段	
8041	金刚破魔石二阶段	
8042	金刚破魔石三阶段	
8043	源氏日记	拾取
8044	一段杉木	捡起
8045	几页书稿	查看
8046		
8047		
8048	腰牌·洛景明	
8049	腰牌·裴宁	
8050	腰牌·闻人无声	
8053	阴阳术笔记	拾取
8054	不显眼的冰石	
8055	被冰封的笛子	
8056	佛坐	
8057	古朴的石剑	
8058		
8059	隐蔽的骸骨	正在调查
8060	七星石	
8061	纯白寒天荷	采集
8063		
8093		
8094		
8095		
8096		
8097		
8098		
8099		
8100		
8101	木材	收集木材
8102	虫草	采集虫草
8103	人参	采集人参
8104	灵芝	采集灵芝
8105	矿石	采集矿石
8106	玉石	采集玉石
8107	萝卜	采集萝卜
8108	野菜	采集野菜
8109	蘑菇	采集蘑菇
8110	松茸	采集松茸
8111	松露	采集松露
8112	鱼篓	捞鱼
8113	水桶	打水
8114	石料	采集石料
8115		
8116		
8117		
8118		
8119	前台屏风	
8120		
8121		
8122	装饰芭蕉椅	
8123		
8124		
8125		
8126		
8127		
8128	纯白寒天荷	摘取
8130	尖锐石	
8133	凌雪阁面具	
8134	冬至宴席	冬至盛宴
8135	陨海晶骸	
8136	小女孩坟堆	
8137	打开的坟堆	
8139	锻造台	
8140		
8141	给燕声的信	
8142		
8143		
8144		
8145		
8146		
8147		
8148		
8149		
8156	锻造台	
8157	春节氛围摆放	
8158	春节氛围摆放	
8159	武器箱子	
8160		
8161	玉笛谁家听落梅	
8162	二十四桥明月夜	
8163		拔剑
8164		拾取
8165		
8166		
8167		
8168		
8169	梓匠台	
8170	毒尸的宝堆	拾取
8171	麻将椅子	
8172	烽火台	点火
8173	烽火台	点火
8174	烽火台	点火
8175	奖励包裹	
8176	血迹	
8177	茶杯	
8178	长凳	
8179	铁砂箱	
8180	装有信的盒子	
8182	土堆	
8183	海雕的坟墓	
8184	雕窝	
8185	雕蛋	
8186	散落木材	捡拾
8187	篝火	
8188	腰牌	
8189	腰牌	
8190		
8191	血迹	
8192	血迹	
8193	宝箱	
8194	暖玉腰坠	拾取
8195	军械车	
8196		
8197	往来文书	
8198	凌雪阁腰牌	
8199	大唐舆图	
8200	夜光杯	
8206	糖莺子	采摘
8207	纸人	
8208	残纸	
8209	机关锁	
8210		
8211	弓箭架	检查
8212	兵器架	检查
8213	矿石堆	检查
8214		
8215	名贵药材	
8216	舞台	
8217	舞台纯表现	
8218	书箱	
8219	待搬运的物资	
8220	散落的物资	
8221	帐篷门	
8224	鬼面	
8225	鬼面	
8226	宝箱	
8227		
8228		
8229	炸药桶	
8244	金蛋	砸金蛋
8245	破损栅栏	
8246	鲁小兔之墓	
8247	鲁小兔的佩剑	
8248		
8249	药炉	
8250	一碗药	
8251	糖葫芦	
8252	小石头	搜索
8255	武器箱	
8257		
8258	陷阱	
8261		
8262		
8263		
8264		
8265	坑洞	
8267		
8268	木料	
8269	芦苇	
8270	竹子	
8271		
8272	狼牙军服	
8273	物资箱	
8274		
8275	安小逢地毯	
8276	边界花鼓	
8278	西洲清信	
8279	乔迁之喜	
8280		
8281		
8282	水缸	打水
8283		
8284	酒坛	
8285	篝火堆	
8286	酒坛	
8287	鲁小兔的留书	
8296	朱雀大街地宫门	
8297	驯兽宝典	
8298		
8299		
8300	王吒的道具箱	
8301		
8302		
8303		
8304	货物	
8308	货物	
8309	货物	
8310	货物	
8311	酒	
8312	货物	
8313	煞·霜影玄玑	
8314	煞·瀚海长风	
8315	煞·涅槃	
8316	煞·荣枯	
8317	煞·悲声	
8318	煞·千山月影	
8319	煞·赤乌流火	
8320	煞·神威	
8321	煞·羲和凰羽	
8322	煞·沧澜·沉歌	
8323	煞·蛇影迷蝶	
8324	煞·咫尺韶华	
8325	煞·鹫翎诡夺	
8326	煞·螭首千机	
8327	煞·君行四海	
8328	煞·鹿卢	
8329	煞·厉风炽海	
8330	煞·厉风炽海	
8331	煞·阴阳往极	
8332	煞·圣炎耀尊	
8333	煞·十律守心·猊焰	
8334	煞·十律守心·犴魂	
8335	煞·十律守心·猊焰	
8336	煞·十律守心·犴魂	
8337	煞·青雀无尘	
8338	煞·念庭兰	
8339	煞·沧骨曜月	
8340	煞·沧骨曜月	
8341	煞·沧骨曜月	
8342	煞·沧骨曜月	
8343	煞·寒魄玉心	
8344	煞·青雀无尘	
8345	煞·临渊	
8346	煞·阴阳往极	
8347	煞·圣炎耀尊	
8348	煞·念庭兰	
8349	武器架	
8350	煞·瀚海长风	
8351	煞·霜影玄玑	
8353		
8354		
8355		
8356		
8357		
8358	聆音	
8359	罗汉门中堂右门	
8360	罗汉门前堂大门	
8361	香炉烟雾	
8362	庄稼	
8363		
8364	礼盒	
8365	罗汉门中堂左门	
8366		
8367	少林弟子尸体	
8368		
8370	棋盘	转动
8371	门	
8372	室内迷雾	
8373	山体入口	推开
8374	山体出口	推开
8375	拿号桌子	
8376	板凳	
8377		
8378	板凳	
8379	登记处	
8380		
8381		
8382		
8383	藏剑弟子尸体	搜索
8384	鬼山会海寇尸体	搜索
8385		
8386	四季机关	
8387	宝匣	
8388	枫叶	捡拾
8389	物资	
8391		
8393		
8394		
8395	书籍	
8396	棚子	
8397	《白氏闻见记》	
8398	灵位	
8399	文书	获取
8400	制服	
8401	白茅花	
8402		进入
8403	杜仲	采集
8404	宝箱	
8405		
8407	镜花碎影·禅意	拾取
8408	镜花碎影·比翼	拾取
8409	镜花碎影·执手	拾取
8410	镜花碎影·笑柄	拾取
8411	镜花碎影·杏林	拾取
8412	镜花碎影·童言	拾取
8413	镜花碎影·融融	拾取
8414	镜花碎影·险阻	拾取
8415	镜花碎影·樱华	拾取
8416	镜花碎影·天机	拾取
8417	花篮	
8418		拾取
8419	石碑	
8421	破车	
8422		
8423		
8424		
8425		
8426	笼子	
8427		
8428	松动的瓦片	
8429	调香罐	
8430	土壤	拾取
8431	药王茶	采摘
8432	木桩	
8433	药箱	
8434	同泽宴	
8435	木材	
8436	药炉	
8437	弓箭	
8439	卜卦处	
8440	《世外蓬莱》	
8441		进入泉眼
8442	火雷	
8443		
8444	水杯	
8445	周婆婆的床铺	
8446	卜卦处	
8447		
8448	鱼	
8449	石板	
8450	物资堆	
8451	卜卦处	
8453		
8454	新建	
8455	法杖	
8457	箱子	
8458	陶罐	
8459		
8460	石墙	
8461	家园花灯	
8462		
8463	装满水的水桶	拿取
8464	坐垫	
8465	药瓶	
8466		拾取秋露
8467		拾取落雨
8468		拾取乘风搏浪
8469	齿轮	
8470	润滑油	
8471	金属	
8472	硝土	
8473	硫磺	
8475		
8476	机关	
8477		
8480	木板	
8481	煎药炉	
8482	药瓶	
8483		
8484	灭界机关	处理机关
8485	灭界机关	处理机关
8486	灭界机关	处理机关
8487	灭界机关	处理机关
8488	血迹	
8489		
8490		
8491	机关	
8492	栅栏	
8493	家园孔明灯	
8496	密库开关	
8497	密库开关	
8499	调查	
8500	调查	
8501	调查	
8502	散落的重剑	
8503	贼寇的兵器	
8504	贼寇的兵器	
8505	贼寇的兵器	
8506	贼寇的兵器	
8507	贼寇的兵器	
8508	散落的重剑	
8509	贼寇的兵器	
8510	散落的兵器	
8511	贼寇的兵器	
8513	白衣大士神咒	
8514	尸体	
8515	松茸	拾取
8516	竹杖	
8518	松果	拾取
8519	散落的兵器	
8520	散落的兵器	
8521	散落的兵器	
8522	散落的兵器	
8523	散落的重剑	
8524	散落的重剑	
8525	散落的重剑	
8526	瀚海	拾取
8527	云深	拾取
8528	散落的书信	拾取
8529	石化的胳膊	清理
8530	石化的腿	清理
8531	酒杯	
8532		
8533	砂土	
8534	蒲黄	
8535	小蓟	
8536	白芨	
8537	药碾	
8538	床铺	
8539	经书	
8540		
8541	魂灯	
8542	石柱	
8543	神秘的药剂	替换
8544		
8545	雕刻石	
8546	香案	放置
8547	香	
8548	香	
8549	香	
8550	盘香	
8551	岳琳_曳影剑驱影目标	
8552	酒坛·浮生醉	
8553	鸳鸯双蝶玉梳	
8554		
8555		
8556		
8557	同住烟花-地上	
8558	同住烟花-高空红	
8559	同住烟花-高空蓝	
8560	座位	
8561	武雪散烟雾表现	
8562	同住烟花-门	
8563	死苦断头台	
8564	武雪散光源	
8565	灶台	
8566	药炉	
8567	血迹	
8568	货物	
8569	座位	
8570	麟战	拾取
8571	麒天	拾取
8572		
8573	货箱	
8574		
8575	假雾门	
8576	仪器	
8577		
8578		
8579		
8580	玉笛谁家听落梅	
8581	二十四桥明月夜	
8583	鸿门宴	
8584	团圆宴	
8585	同袍宴	
8586	同泽宴	
8587	水晶芙蓉宴	
8588	鸳鸯烩珍宴	
8589	蜀味烘焙宴	
8590	柴	拾取
8591	岳琳_刷怪提示点	
8592	石块	
8593	河蚌	拾取
8594	田螺	拾取
8595	田螺	拾取
8596	山石	开凿
8597	寇岛牛车被打奖励	
8598	寇岛牛车奖励	
8599	火雷	
8600	兔子窝	调查
8601	求不得苦宝箱	处理机关
8602	散落的日记	调查
8603	散落的画作	调查
8604	兔子窝	调查
8605	兔子窝	调查
8606	散落的日记	调查
8607		
8608	哑头陀的书	阅读
8609	落难侠士的包裹	拾取
8610	落叶堆	清扫
8612		
8613		
8614	小土堆	
8615		
8616	畜生道门	
8617	畜生道树枝1	
8618	畜生道树枝2	
8619	畜生道树枝3	
8620	畜生道树枝4	
8621	畜生道火焰1	
8622	畜生道火焰2	
8623	畜生道火焰3	
8624	畜生道火焰4	
8625	畜生道喷火机关	
8626	峨眉白芽	倒茶
8627	顾渚紫笋	倒茶
8628	蒙顶石花	倒茶
8629	西山白露	倒茶
8630	仙崖石花	倒茶
8631		
8632	石头	
8633	烧水壶	烧水
8634	粟米	
8635	落花	
8636	死苦_血迹	
8638	总闸	
8639		
8640	机关	
8641	机关	
8642		
8643		
8644	木制机关	
8645	一阶装备	拾取
8646	二阶装备	拾取
8647	三阶装备	拾取
8648	天阶装备	拾取
8649	白龙神兵匣	拾取
8650	劫掠的货物	拾取
8651	匿踪宝盒	拾取
8653		
8654		
8655		
8656		
8657		
8658		
8659		
8660		
8661		
8662		
8663		
8664		
8665	死苦_腿骨	
8666	死苦_胫骨	
8667	死苦_碎片	
8668	死苦_头骨	
8669	死苦_大片血迹	
8670	死苦_小片血迹	
8671	求不得苦_宝物堆1	
8672	求不得苦_宝物堆2	
8673	宝箱	
8674	求不得苦_小宝物	
8675	圆木桶	拾取
8676	石头	拾取
8677	灌木	拾取
8678		
8679	床铺	
8680	绳索	
8681	铆钉	
8682	弹簧	
8683	连杆	
8684	齿轮	
8685	重剑	
8686	绳索	
8687	玄铁石	采集
8688		
8689		
8690		
8691		
8692		
8693	《召中央雷神咒》	
8694	《五方卫灵咒》	
8695	土堆	
8696	碎石	
8697	木材	
8698	无主的兵器	拾取
8699	无主的兵器	拾取
8700	无主的兵器	拾取
8701	无主的兵器	拾取
8702	无主的兵器	拾取
8703	无主的兵器	拾取
8704	碑铭·少微墨学	抄录碑铭
8705	碑铭·开辟鸿蒙·一	抄录碑铭
8706	碑铭·开辟鸿蒙·二	抄录碑铭
8707	碑铭·天文蒙学·下	抄录碑铭
8708	碑铭·步天歌·紫微宫	抄录碑铭
8709	碑铭·步天歌·太微宫	抄录碑铭
8710	碑铭·太微君·聂无极（其一）	抄录碑铭
8711	碑铭·迁居西域	抄录碑铭
8712	碑铭·南诏	抄录碑铭
8713	碑铭·叶家往事录·一	抄录碑铭
8714	碑铭·叶家往事录·二	抄录碑铭
8715	碑铭·客卿·子虚乌有	抄录碑铭
8716	碑铭·乾元开谷·上	抄录碑铭
8717	碑铭·乾元开谷·下	抄录碑铭
8718	碑铭·牺牲者	抄录碑铭
8719	碑铭·粟特	抄录碑铭
8720	碑铭·星野异象·二	抄录碑铭
8721	碑铭·星野异象·三	抄录碑铭
8722	碑铭·吐蕃	抄录碑铭
8723	碑铭·回纥	抄录碑铭
8724	碑铭·党项与羌人	抄录碑铭
8725	碑铭·自得之道	抄录碑铭
8726	碑铭·奚与契丹	抄录碑铭
8727	碑铭·坚昆	抄录碑铭
8728	碑铭·星野异象·一	抄录碑铭
8729	碑铭·七秀内坊	抄录碑铭
8730	碑铭·湖盐寨	抄录碑铭
8731	碑铭·青萝山	抄录碑铭
8732	土堆	
8733		
8734	《遣役咒》	
8735	书箱	
8736	聂无极保护罩	
8738	凌云天车	进入
8739	凌云天车	
8740	叶秋池之剑	搜索
8741	灵芝	
8742	白沙	
8743	剑	
8744	生	
8745	开	
8746	休	
8747	伤	
8748	杜	
8749	景	
8750	惊	
8751	死	
8752	正北位石龛	
8753	东北位石龛	
8754	西北位石龛	
8755	西南位石龛	
8756	东南位石龛	
8757	正南位石龛	
8758	书籍	
8759	苦修台	
8760		
8761	死苦试金石	
8762	半本秘诀	
8763	龙珠	
8764	石柱	
8765	石柱	
8766	石柱	
8767	石柱	
8768	仪器	
8769	仪器	
8770		
8771		
8772	畜生道人道隧道表现井盖	
8773	畜生道天道隧道表现井盖	
8774		
8775		
8776	佛像	
8777	蒲团	
8778	破碑	
8779	叶名川·寒雨	
8780	叶秋风·玉彰	
8781	罗羽·比翼	
8782	陈珍·云潇	
8783	叶名礼·持节	
8784	安志强·无敌	
8785	叶晓春·寻逸	
8786	叶熙·天地	
8787	流风	
8788	长醉	
8789		
8790		
8791		
8792	贯夜刀	拾取
8793	奇怪的剑胚	拾取
8794	坟墓	
8795	小丸影彻	
8796	染血的信笺	
8798	短剑	
8799	机关图残页	
8800	《灵枢药典》	
8801	夜叉门_水中污秽	
8802	寓钱	拾取
8803	木盒	拾取
8804	断掉的海魂戟	拾取
8805	引路灯	
8807	床	
8808	盆	
8809	书	
8810	书	
8811	书	
8812	神秘的药剂	清理
8813	被污染的土壤	清理
8815	花草	
8816	栅栏	
8817	煞·忘川饮泉·同归	
8818	煞·忘川饮泉·同归	
8819	古刀残谱	探查
8820	玉贤的宝堆	拾取
8822	大饭锅	
8823	粥	
8824	衣物	
8825	新建	
8826	冬至宴席	冬至盛宴
8827	衍天宗灯	
8828		
8829		
8830		
8831		
8833	茶水	端起茶水
8834	毛巾	捡起毛巾
8835	饭菜	拿起饭菜
8836	药草	采集药草
8837	水桶	提起水桶
8838	药炉	煮药
8839	城门障碍	
8840	石料	采集石料
8841	巡逻艇	
8843		拾取
8846		
8848	联赛八强服务器宝堆	拾取
8849	联赛四强服务器宝堆	拾取
8850	联赛三强服务器宝堆	拾取
8851	联赛亚军服务器宝堆	拾取
8852	联赛冠军服务器宝堆	拾取
8853		
8854	蓬松的雪堆	
8855	热水	
8856		拾取
8857		拾取
8858		拾取
8859	地洞	
8860	烟灰	
8861	灶台	
8862	酒桌	
8863	餐食	
8864	酒杯	
8865	妙妙椅	
8866	千丝绸	
8867	神机轮	
8868		
8869		
8870		
8871	翘起的地板	
8872		
8873		
8874	云梯	
8875	云梯底座	
8876		
8878		
8879		
8880	年夜饭宴席	
8881		
8882		
8883		
8884		
8885		
8886	船头弩箭	拾起
8887		
8888		
8889		拾取
8890		拾取
8891		
8892		
8893		
8894		
8895		
8896		
8898		拾取
8900	散落的木材	
8901	连船铁链	
8902	连船	
8903	竹子	砍伐
8904	草垛	获取稻草秸秆
8905	土壤	
8906		
8907	机关船	
8908	铁皮石斛	
8909	白雪茶	
8910	药罐	
8911	实验讯息	
8912	蛊物	
8913	柜子	
8914	奇特的枪	
8915	落叶	
8916	补给宝箱	
8917	装备宝箱	
8918	珍稀增益宝箱	
8919	琴	
8920	茶叶	
8921	信鸽	
8922	聚雷化池符	
8923	散落的物资	
8924	烧焦连船	
8925	火盆	
8926	粮草	
8927	木桶堆	
8928	连船残骸	
8929	连船残骸	
8930	大船残骸	
8931	蘑菇	采摘
8932	藤蔓	
8933	壁画石碑一	
8934	药	收集
8935	宫傲雕像	
8936	宫傲铁板1	
8937	宫傲铁板2	
8938	蝠翼	
8939	熊心	
8940	机关船	
8941		
8942		
8943		
8944		
8945	揉皱的纸条·一	
8946	揉皱的纸条·二	
8947	揉皱的纸条·三	
8948	炁·聚雷化池符	
8949	速符	
8950	御符	
8951	定符	
8954	柜子	
8955		
8956	木匣	
8957	油灯	
8958	盆栽	
8959	酒坛	
8960		
8961	白六娘的樱桃树	
8963	花盆	
8964	成熟的芫花	
8965	晾衣架	
8966	夜壶	
8967	蝴蝶	
8968	熊毛	收集
8969	倒木	
8970	火盆	
8971	凌乱的图页	
8972	落灰的器具	
8973	发臭的垃圾	
8974	药草	
8975	药草	
8976	储种箱·其一	
8977	储种箱·其二	
8978	储种箱·其三	
8979	储种箱·其四	
8980	陈旧的种子	
8981	钩爪标记点	
8983	蝴蝶	
8984	酒杯	
8985	武库门	
8986	机关小船	
8987	水婳、宫宝墨小船	
8988	飞爪补给箱	
8989	发霉的木箱	
8990	三清像	
8991	机关	
8992	酒桶	
8993	桌子	
8994	藤蔓	
8995	樱桃篮	
8996	废石篓	
8997	点火处	
8998	箭头处理	
8999	谷游的药炉	
9000	崖边草	
9001	郝讷的墓碑	
9002	上好的冰晶	
9003	铸刀台	
9004		调查
9005		
9006	柴火	
9007	白帝城大门	
9008	宫傲雕像2	
9009	宫傲雕像3	
9010	宫傲雕像4	
9011	乱石堆	
9012	书堆	
9013	七杀孔雀翎	
9014	被打碎的机甲人	
9015	褶皱的纸条	
9016	寻影籍	
9017	宫宝墨手记	
9018	铁链	
9019	宝箱	
9020	宝箱	
9021	宝箱	
9022	铁链	
9023	表现铁链	
9024	表现铁链2	
9025	水贼衣物	
9026	争霸碑	
9027	围墙	
9028	点火指引	
9029	寒冰髓	采掘
9030	引雷台	
9032	洗衣盆	
9033	壁画石碑二	
9034	壁画石碑三	
9035	石门	
9036	调制瓶	
9037	堆积的货物	
9038	萤焰石	挖掘
9039		
9040		
9041	石门开关	
9042	石门开关	
9047		
9048		
9049	玉红果	
9050	木桌	
9051		
9052	整洁的器具	
9053	蘑菇	采摘
9054	蘑菇	采摘
9055	简磐黠的刀	
9056	人参	
9057	夜明砂	
9058	虎骨	
9059	龙涎香	
9060	朱果	
9061	毒菇	
9062	豹胆	
9063	乌头	
9064	冬虫夏草	
9065	何首乌	
9066	祭蚕节播放器	
9067	书堆	
9068	书堆	
9069	书堆	
9071	门	
9072	升降梯开关	
9073	监狱门	
9074	遗落的密信	
9076		
9077		
9078	蛇蛋	
9079		
9083		
9084	莹生花	
9085	蓼蓝子	
9086	芸苔籽	
9087	煮锅	
9088	宝物	
9089		
9090	伪传·舍身诀	
9091	伪传·捉影式	
9092	伪传·抢珠式	
9093	伪传·春泥护花	
9094	伪传·星楼月影	
9095	伪传·听风吹雪	
9096	伪传·任驰骋	
9097	伪传·啸如虎	
9098	伪传·疾如风	
9099	伪传·紫气东来	
9100	伪传·九转归一	
9101	伪传·人剑合一	
9102	伪传·镇山河	
9103	伪传·生太极	
9104	伪传·梯云纵	
9105	伪传·剑转流云	
9106	伪传·鹊踏枝	
9107	伪传·蝶弄足	
9108	伪传·蚀心蛊	
9109	伪传·化蝶	
9110	伪传·幻蛊	
9111	伪传·浮光掠影	
9112	伪传·九霄风雷	
9113	伪传·云栖松	
9114	伪传·霞流宝石	
9115	伪传·风来吴山	
9116	伪传·笑醉狂	
9117	伪传·烟雨行	
9118	伪传·暗尘弥散	
9119	伪传·怖畏暗刑	
9120	伪传·盾立	
9121	伪传·撼地	
9122	伪传·孤影化双	
9123	伪传·琴音共鸣	
9124	伪传·平沙落雁	
9125	伪传·楚河汉界	
9126	伪传·散流霞	
9127	伪传·翔极碧落	
9128	伪传·跃潮斩波	
9129	伪传·孤风飒踏	
9130	伪传·斩无常	
9131	伪传·十方玄机	
9132	伪传·斗转星移	
9133	伪传·妙手回春	
9134	伪传·猛虎下山	
9135	伪传·临时飞爪	
9136		
9137		
9138		
9139	天原神兵匣	拾取
9140	物资	
9141	烟花残骸	清扫
9142		
9143		
9144	毒云表现	
9145		
9146	得分点	拾取
9147	得分点1	拾取
9148	得分点2	拾取
9149	得分点3	拾取
9150	得分点4	拾取
9151		
9152	烟花喷射光柱	
9153	烟花碎屑	拾取
9154		
9155		
9156	1号_迷宫_荆棘门	
9157	1号_迷宫_暗门	
9158	1号_迷宫_透明障碍	
9159	4号_血蛊巢心_藤蔓倒地障碍	
9161	摄魂夺魄刺	
9163	锁	
9164	周玄做的宴席	试菜
9165	莲藕	采集
9166	清妙的墓碑	祭拜
9167	沈同的墓碑	祭拜
9168	烟火	燃放
9169	门	操作
9170	酒	
9171		
9172	烧烤架	烧烤
9173		
9174	遗留兵器	拾取
9175	绳池剑宗物资	拾取
9176	武家物资	拾取
9177	5号_火星表现半径5米	
9178	虫穴	
9179	宝箱	打开
9180	药草	
9181	药草	
9182	药草	
9183	药草	
9184	药草	
9185	药草	
9186	药草	
