ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	FinishCount	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	szTitleBg	nMapIconFrame	BackgroundImage3	nPriority	bIsMultiple	szQuestID	bAutoCollect	bLimited	dwShopGroupID	dwDefaultShopID	nRedDotVersion
31	战场-云湖天池		3	4	120		5	0			1		10人对抗	<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/58"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/164"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/860"</text><text>text="]" font=173</text><text>text="战场报名人处参加跨服战场排队。" font=284</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、" font=284</text><text>text="中午12点~次日凌晨1点" font=158</text><text>text="开放，12点开始时即可获得战阶积分和双倍威名点奖励。\\\n3、和正先锋小队声望未达到尊敬的浩气盟玩家或恣桀先锋小队声望未达到尊敬的恶人谷玩家，可获得对应声望奖励。\\\n4、每周最多获得" font=284</text><text>text="60000点战场双倍威名点" font=158</text><text>text="，每获得7500双倍威名点，将额外获得" font=284</text><text>text="200精力、1000战阶、1000威名点上限、50帮会资金、1个神威宝箱" font=158</text><text>text="。" font=284</text>	3	30;10;0;	0	ui/Image/Active/Calendar/ZC_YunHuTianChi_S.tga							4122	1	1							0~999			ui/Image/Active/AnNiuDiTu/ZC_YunHuTianChi.tga		ui/Image/Active/Calendar/ZC_YunHuTianChi_B.tga				1				
32	冬至活动	每年的冬至日前后开放	1	5	20	1:100;3:100;4:100;7:100;8:100;	15	1	ui\Image\Helper\Help—Bg.UITex	52	0		全民参与	<text>text="侠士可前往" font=284</text><text>text="[" font=173</text><text>text="长安" font=173 link="NPCGuide/391"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/392"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/394"</text><text>text="][" font=173</text><text>text="洛阳" font=173 link="NPCGuide/393"</text><text>text="][" font=173</text><text>text="太原" font=173 link="NPCGuide/915"</text><text>text="][" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2003"</text><text>text="]" font=173</text><text>text="的主城活动区参与活动。" font=284</text>	<text>text="        各种PVE、轻功装备。" font=18</text>	<text>text="活动时间：2022年12月22日7:00至2023年1月5日7:00" font=158</text><text>text="\\\n1、抛掷彩球意传情，福禄寿囍百味灵。活动期间侠士可前往" font=284</text><text>text="主城活动区" font=173</text><text>text="完成冬至日常任务[千门万户齐欢乐][抛球逗乐常欢笑]获得活动货币" font=284</text><text>text="囍" font=171 link="ItemLinkInfo/5/5242"</text><text>text="。\\\n2、活动期间，10000品紫色PVE御厨套装、星月万里轻功御厨套装倾情相送，今年田甜特地为大家准备了家具" font=284</text><text>text="兔皎皎" font=171 link="ItemLinkInfo/10/1333"</text><text>text="和新挂件" font=284</text><text>text="雪虎虎" font=171 link="ItemLinkInfo/8/26141"</text><text>text="，侠士可前往活动区用货币换取。\\\n3、甜甜温泉山庄在经营玩法的基础上，全新加入战斗门客养成系统，各位侠士可前往主城活动区找到田甜了解详情，并通过接引人" font=284</text><text>text="[" font=173</text><text>text="甄香" font=173 link="NPCGuide/2094"</text><text>text="]" font=173</text><text>text="进入雪山温泉山庄。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_DongZhi_S.tga		0													209						ui/Image/Active/Calendar/JieRi_DongZhi_B.tga	6							
33	春节活动	每年的春节前开放，直至元宵后结束。	1	5	20	3:100;4:100;7:100;8:100;		1	ui\Image\Helper\Help—Bg.UITex	52	0		全民参与	<text>text="侠士可前往" font=284</text><text>text="[" font=173</text><text>text="长安" font=173 link="NPCGuide/222"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/245"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/261"</text><text>text="][" font=173</text><text>text="洛阳" font=173 link="NPCGuide/851"</text><text>text="][" font=173</text><text>text="太原" font=173 link="NPCGuide/936"</text><text>text="][" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2019"</text><text>text="]" font=173</text><text>text="的主城活动区参与活动。" font=284</text>	<text>text="红包" font=171 link="ItemLinkInfo/5/6055"</text><text>text="、" font=284</text><text>text="精制·年" font=171 link="ItemLinkInfo/8/11005"</text><text>text="、" font=284</text><text>text="月光宝盒·庚子" font=171 link="ItemLinkInfo/8/3964"</text><text>text="、" font=284</text><text>text="毛茸茸的皮袋·庚子" font=171 link="ItemLinkInfo/8/3963"</text><text>text="、" font=284</text><text>text="巡游红包" font=171 link="ItemLinkInfo/5/32221"</text><text>text="。" font=284</text>	<text>text="活动时间：2023年1月9日7点至2023年2月6日7点" font=158</text><text>text="\\\n1、可在主城活动区的" font=284</text><text>text="[" font=173</text><text>text="叶飘零" font=173 link="NPCGuide/269"</text><text>text="]" font=173</text><text>text="处接取“银锤砸罐乐无穷”系列任务，在" font=284</text><text>text="马莉颖" font=173</text><text>text="、" font=284</text><text>text="马莉傲" font=173</text><text>text="处购买活动用品，参与砸年兽陶罐活动获得丰厚奖励。\\\n2、可在" font=284</text><text>text="[" font=173</text><text>text="燕小霞" font=173 link="NPCGuide/275"</text><text>text="]" font=173</text><text>text="处接取“喜觅春联四海庆”任务完成获得“有缘人”成就，接取“玄兵阵起闯秘境”任务了解春节阵法。\\\n3、每日可在扬州和成都的" font=284</text><text>text="[" font=173</text><text>text="小雪花" font=173 link="NPCGuide/2292"</text><text>text="]" font=173</text><text>text="处参与“爆竹连天迎雪趣”活动、在家园的" font=284</text><text>text="[" font=173</text><text>text="小雪花" font=173 link="NPCGuide/2293"</text><text>text="]" font=173</text><text>text="处参与“邻里相携迎雪趣”活动，堆雪人得奖励。\\\n4、每日的12:00~次日1:00的整点，扬州与成都将轮流开启打雪仗活动，20级以上的侠士前往参与可获得贡献值，每日最多可获得2次满贡献值奖励。\\\n5、每日可在主城区" font=284</text><text>text="[" font=173</text><text>text="天小灯" font=173 link="NPCGuide/2291"</text><text>text="]" font=173</text><text>text="处进入" font=284</text><text>text="春节天街灯市" font=173</text><text>text="，参与“十里烟花灯火行”活动同贺新春；场景内还有许多互动，有机会获得五行石等奖励。\\\n6、活动期间，侠士发红包和捡红包可获得" font=284</text><text>text="新春福袋" font=171 link="ItemLinkInfo/5/26266"</text><text>text="，每日最多可获得五个。\\\n7、活动期间，侠士每日完成家园“传信邻里间”“旷庭扫落叶”“园圃驱蚊虫”“尺素传千里”“鸿雁寄真情”任务额外奖励" font=284</text><text>text="新春红包" font=171 link="ItemLinkInfo/5/38575"</text><text>text="，使用后可获得随机数量不占周上限的园宅币。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_ChunJie_S.tga		0													235	0~999					ui/Image/Active/Calendar/JieRi_ChunJie_B.tga	8							
34	端午节活动	每年的端午节前开放，持续两周。	1	5	20	8:60;	3	1	ui\Image\Helper\Help—Bg.UITex	53	0		全民参与	<text>text="        可前往" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/876"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/875"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/877"</text><text>text="][" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2038"</text><text>text="]" font=173</text><text>text="等各大主城活动区参与活动，可前往" font=284</text><text>text="[" font=173</text><text>text="丐帮" font=173 link="NPCGuide/878"</text><text>text="][" font=173</text><text>text="巴陵县" font=173 link="NPCGuide/881"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/883"</text><text>text="][" font=173</text><text>text="七秀" font=173 link="NPCGuide/880"</text><text>text="][" font=173</text><text>text="金水镇" font=173 link="NPCGuide/882"</text><text>text="][" font=173</text><text>text="千岛湖" font=173 link="NPCGuide/962"</text><text>text="][" font=173</text><text>text="长歌门" font=173 link="NPCGuide/963"</text><text>text="][" font=173</text><text>text="云梦幽泽" font=173 link="NPCGuide/1080"</text><text>text="]" font=173</text><text>text="参与端午节的钓鱼活动。" font=284</text>	<text>text="        各种特色粽子" font=284</text><text>text="瘦肉粽" font=171 link="ItemLinkInfo/5/6991"</text><text>text="、" font=284</text><text>text="蛋黄粽" font=171 link="ItemLinkInfo/5/10253"</text><text>text="、" font=284</text><text>text="桂花酒酿丸子粽" font=171 link="ItemLinkInfo/5/6992"</text><text>text="；\\\n        珍贵挂件" font=284</text><text>text="青云祥临" font=171 link="ItemLinkInfo/8/25993"</text><text>text="；" font=284</text>	<text>text="活动时间：2023年6月19日7点至2023年7月3日7点" font=158</text><text>text="\\\n      知天达命神算子，山珍不如亲耕种。\\\n1、侠士可从" font=284</text><text>text="扬州" font=173 link="NPCGuide/2039"</text><text>text="、" font=284</text><text>text="成都" font=173 link="NPCGuide/2040"</text><text>text="、" font=284</text><text>text="太原" font=173 link="NPCGuide/2041"</text><text>text="、" font=284</text><text>text="侠客岛" font=173 link="NPCGuide/2042"</text><text>text="的" font=284</text><text>text="庄千山" font=173</text><text>text="处前往" font=284</text><text>text="云梦幽泽" font=173</text><text>text="，寻得" font=284</text><text>text="庄小鱼" font=173</text><text>text="参加龙舟争渡竞速活动，排名越靠前，获得的奖励越丰厚。\\\n2、侠士们通过随身种植获得" font=284</text><text>text="粽叶" font=171 link="ItemLinkInfo/5/6971"</text><text>text="和" font=284</text><text>text="端午黍米" font=171 link="ItemLinkInfo/5/6972"</text><text>text="后，再从" font=284</text><text>text="沈正" font=173</text><text>text="处购买粽子馅材料，便可以亲自包香甜可口的美味粽子了！不同口味的粽子材料可获得使用效果不同的粽子，共有十四种南北口味的粽子等你来品尝哦！\\\n3、侠士们可从" font=284</text><text>text="沈正" font=173</text><text>text="处购买鱼饵，前往" font=284</text><text>text="丐帮" font=173 link="NPCGuide/878"</text><text>text="、" font=284</text><text>text="七秀" font=173 link="NPCGuide/880"</text><text>text="、" font=284</text><text>text="金水镇" font=173 link="NPCGuide/882"</text><text>text="、" font=284</text><text>text="扬州" font=173 link="NPCGuide/883"</text><text>text="、" font=284</text><text>text="巴陵县" font=173 link="NPCGuide/881"</text><text>text="、" font=284</text><text>text="千岛湖" font=173 link="NPCGuide/962"</text><text>text="、" font=284</text><text>text="长歌门" font=173 link="NPCGuide/963"</text><text>text="、" font=284</text><text>text="云梦幽泽" font=173 link="NPCGuide/1080"</text><text>text="，找到“端午鱼篓”参与钓鱼活动。找到" font=284</text><text>text="小午" font=173</text><text>text="，用钓得的鱼虾换得" font=284</text><text>text="艾草" font=171 link="ItemLinkInfo/5/23625"</text><text>text="用于购买节日商品，包括" font=284</text><text>text="兰芷未言" font=171 link="ItemLinkInfo/8/36773"</text><text>text="挂件。\\\n4、" font=284</text><text>text="洞庭飘香鳄" font=171 link="NPCGuide/879"</text><text>text="被击败后会留下飘香宝藏，宝藏存在十分钟。拾取宝藏可以获得" font=284</text><text>text="一捆艾草" font=171 link="ItemLinkInfo/5/23627"</text><text>text="，更有可能获得" font=284</text><text>text="兰芷未言" font=171 link="ItemLinkInfo/8/36773"</text><text>text="挂件。\\\n5、侠士可前往" font=284</text><text>text="七秀" font=173 link="NPCGuide/1020"</text><text>text="、" font=284</text><text>text="长歌门" font=173 link="NPCGuide/1022"</text><text>text="、" font=284</text><text>text="丐帮" font=173 link="NPCGuide/1021"</text><text>text="、" font=284</text><text>text="云梦幽泽" font=173 link="NPCGuide/1081"</text><text>text="参与端午龙舟祭活动，赢取丰厚奖励。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_DuanWu_S.tga		0													223				ui/Image/Active/AnNiuDiTu/JieRi_DuanWu.tga		ui/Image/Active/Calendar/JieRi_DuanWu_B.tga	6			1		4	95	
35	科举-省试		2	3	10		1				1			<text>text="可前往" font=18</text><text>text="扬州梅翥" font=229 link="NPCGuide/163"</text><text>text="、" font=18</text><text>text="成都王凌枫" font=229 link="NPCGuide/290"</text><text>text="处参与考试。" font=18</text>		<text>text="1、达一定分数，即可获得会试的邀请函。\\\n2、周二早七点至周五晚上24点。" font=18</text>	3		2	ui/Image/Active/Calendar/KeJu_ShengShi_S.tga							10936	1								0~999					ui/Image/Active/Calendar/KeJu_ShengShi_B.tga								
36	科举-会试	每周六晚上20点至周日晚上24点	4		20	6:100;7:100;	5				1		获得会试资格的玩家可参与	<text>text="        " font=202</text><text>text="有资格的玩家可前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/163"</text><text>text="、" font=18</text><text>text="成都" font=101 link="NPCGuide/291"</text><text>text="考试区域的主考官处参与考试" font=18</text>	<text>text="        根据不同的分值，可获得" font=198</text><text>text="精铁宝箱" font=198 link="ItemLinkInfo/5/6255"</text><text>text="，" font=198</text><text>text="锡制宝箱" font=198 link="ItemLinkInfo/5/6254"</text><text>text="，海量" font=198</text><text>text="九花雨露散" font=198 link="ItemLinkInfo/5/40608"</text><text>text="，" font=198</text><text>text="翰林玉签·日" font=198 link="ItemLinkInfo/5/6346"</text>	<text>text="       预计所需时间5分钟" font=168</text><text>text="\\\n        1、经过省试获得会试资格的玩家可参与\\\n        2、按不同的分值，可获得精铁宝箱，锡制宝箱，30个监本印文，声望道具中的部分物品\\\n        3、会试前10名将在周日12点揭晓，奖励3个精铁宝箱，3个“翰林玉签·日”，“秀才”称号\\\n        4、 上榜玩家需在下周一24点之前前往主考大人处领取奖励，过期视为放弃奖品。" font=18</text>	3	30;0;	0	ui/Image/Active/Calendar/KeJu_HuiShi_S.tga							4125	1								0~999					ui/Image/Active/Calendar/KeJu_HuiShi_B.tga								
37	科举-放榜	周一早7点至24点	2		20	776							全民可查看，会试前10名的玩家可领奖	<text>text="        " font=18</text><text>text="扬州城市内" font=168 link="NPCGuide/163"</text><text>text="考试区域。" font=18</text>	<text>text="        会试第1-10名奖励：统一奖励3个" font=198</text><text>text="精铁宝箱" font=198 link="ItemLinkInfo/5/6255"</text><text>text="；大声望道具" font=198</text><text>text="翰林玉签·日" font=198 link="ItemLinkInfo/5/6346"</text><text>text="3个；“秀才”称号。" font=198</text>	<text>text="        主考大人官务繁忙，物品只存在到周一晚上18点，如若过时不领，皆视为放弃奖品。" font=18</text>	3			ui/Image/Active/Calendar/KeJu_FangBang_S.tga							4126	1								0~79			ui/Image/Active/AnNiuDiTu/KeJu_FangBang.tga		ui/Image/Active/Calendar/KeJu_FangBang_B.tga								
41	阵营攻防战	<text>text="每周六、周日的13：00~15：00、19：00~21:00" font=158</text>	3	5	120	82	53	0			1		大规模野外战斗	<text>text="浩气盟（周六）、恶人谷（周日）" font=284</text>	<text>text="        5000点" font=198</text><text>text="威名" font=198 link="Library/17/3/0"</text><text>text="、500点" font=198</text><text>text="战阶积分" font=198 link="Library/17/4/0"</text><text>text="；一场攻防战中贡献值位于前400名的侠士更可获得额外3000点威名、8000点战阶积分。" font=198</text>	<text>text="1、每" font=284</text><text>text="周六" font=158</text><text>text="活动地图为" font=284</text><text>text="浩气盟" font=173 link="NPCGuide/2263"</text><text>text="，每" font=284</text><text>text="周日" font=158</text><text>text="活动地图为" font=284</text><text>text="恶人谷" font=173 link="NPCGuide/2264"</text><text>text="\\\n2、攻防战期间活动地图击败获得战阶积分不衰减\\\n3、战斗结束后，根据阵营战斗表现进行积分结算，更可获得高额阵营嘉奖！\\\n\\\n注：若整场活动获得的战阶数不足200，则视为贡献不足，无法领取结算奖励。\\\n注：诸位侠士，本着公平公正的原则，官方GM将不定期在" font=284</text><text>text="【逐鹿中原】" font=158</text><text>text="和" font=284</text><text>text="【阵营攻防战】" font=158</text><text>text="活动期间进行巡查，在线进行观察核对，确认有占坑等违规行为后，将对违规角色进行踢出攻防地图，并一周内无法参与攻防的处罚。请大家奔走相告，公平参与对抗。\\\n" font=284</text>	3	30;0;	1	ui/Image/Active/Calendar/ZY_GongFangZhan_S.tga							4128	1								0~999	25;27;	<text>text="战阶积分、威名" font=198</text>	ui/Image/Active/AnNiuDiTu/ZY_GongFangZhan.tga	4	ui/Image/Active/Calendar/ZY_GongFangZhan_B.tga	3							
42	中秋活动	每年的中秋前后开放	1	4	20		11	1	ui\Image\Helper\Help—Bg.UITex	50	0		全民参与	<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="长安" font=173 link="NPCGuide/81"</text><text>text="][" font=173</text><text>text="洛阳" font=173 link="NPCGuide/78"</text><text>text="][" font=173</text><text>text="扬州" font=173 link="NPCGuide/84"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/823"</text><text>text="][" font=173</text><text>text="太原" font=173 link="NPCGuide/869"</text><text>text="][" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2014"</text><text>text="]" font=173</text><text>text="主城活动区参与活动。\\\n" font=284</text>	"<text>text=""       神秘的节日物品"" font=198</text><text>text=""随缘冥月"" font=74 link=""ItemLinkInfo/5/17537""</text><text>text=""等"" font=198</text><text>text=""，"" font=18</text><text>text=""绚丽夺目的烟花"" font=198</text><text>text=""潮升明月"" font=74 link=""ItemLinkInfo/5/17542""</text><text>text=""等"" font=198</text><text>text=""，"" font=18</text><text>text=""可提升戒指属性的"" font=198</text><text>text=""雕纹·惊涛"" font=74 link=""ItemLinkInfo/5/17529""</text><text>text=""等"" font=198</text><text>text=""，"" font=18</text><text>text=""美味可口的"" font=198</text><box>w=48 h=48 y=1 eventid=256 script=\""UpdataItemInfoBoxObject(this, 0, 5, 10768, 1)\""</box><text>text=""等"" font=198</text><text>text=""。"" font=18</text><text>text=""更有机会进入中秋场景【素月清秋】赏月赏景"" font=198</text>"	<text>text="活动时间：2023年9月28日7:00至2023年10月12日7:00" font=158</text><text>text="\\\n       各种美味的月饼，可送朋友可自食，同时记得给守卫们送去一些。\\\n1、侠士们在主城活动区找到" font=284</text><text>text="丘石" font=173</text><text>text="和" font=284</text><text>text="丘怀" font=173</text><text>text="接取并完成相应节日任务后，可获得" font=284</text><text>text="吉庆赏钱" font=171 link="ItemLinkInfo/5/4922"</text><text>text="等奖励。持赏钱，可以在节日商人" font=284</text><text>text="高百福" font=173</text><text>text="处购买中秋节挂件、月饼、特色称号、12000品腰坠，家园花灯等物品，也可在" font=284</text><text>text="节日商店" font=173</text><text>text="处购买" font=284</text><text>text="连雾·衣·化劲" font=171 link="ItemLinkInfo/5/47684"</text><text>text="等附魔或兑换" font=284</text><text>text="五行石（五级）" font=171 link="ItemLinkInfo/5/24446"</text><text>text="、" font=284</text><text>text="月饼烘烤箱" font=171 link="ItemLinkInfo/5/47325"</text><text>text="。\\\n2、全服务器的侠士都可以帮助小饼找制作月饼的材料，每晚20:00神厨饼痴将根据本服收集的材料制作大月饼，服务器内的所有侠士都可前往扬州食用此月饼。大月饼将于24:00消失。\\\n3、秦月樱天资聪慧，医术了得。热心帮助她收集物品的侠士，将会得到她给出的信物“随缘冥月”；今后侠士有难之时只要有她给的信物她定会鼎力相助。\\\n4、各大主城在中秋佳节来临之际都会举办绚丽夺目的烟花表演。      \\\n5、侠士可从" font=284</text><text>text="秦月樱" font=173</text><text>text="处领取珍贵的" font=284</text><text>text="素月香" font=171 link="ItemLinkInfo/5/27144"</text><text>text="和" font=284</text><text>text="吉庆赏钱" font=171 link="ItemLinkInfo/5/4922"</text><text>text="，携带素月香可由节日大使介绍前往" font=284</text><text>text="素月清秋" font=173</text><text>text="场景赏月赏景。\\\n6、侠士可前往家园场景赏花灯、放花灯，并可以在花灯上写下寄语。跑得快也为大家准备了额外的奖励，完成[传信邻里间]即可获得。家园灶台新增了月饼的配方。\\\n7、侠士可前往" font=284</text><text>text="[长安]" font=173 link="NPCGuide/141"</text><text>text="[洛阳]" font=173 link="NPCGuide/143"</text><text>text="[扬州]" font=173 link="NPCGuide/140"</text><text>text="[成都]" font=173 link="NPCGuide/142"</text><text>text="的" font=284</text><text>text="赵云睿" font=173</text><text>text="处接取节日的红尘侠影任务，并选择一位侠客共赏秋月，该任务只能完成一次。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_ZhongQiu_S.tga		0													203	0~999			ui/Image/Active/AnNiuDiTu/JieRi_ZhongQiu.tga		ui/Image/Active/Calendar/JieRi_ZhongQiu_B.tga	7					9	104	
43	六一儿童节活动	每年的六一儿童节开放，本次活动持续三周。	1	5	20		3	1	ui\Image\Helper\Help—Bg.UITex	70	0		全民参与	<text>text="侠士可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/870"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/873"</text><text>text="][" font=173</text><text>text="太原" font=173 link="NPCGuide/874"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="侠客岛" font=173 link="NPCGuide/2031"</text><text>text="]" font=173</text><text>text="的桃花仙处参与活动。" font=284</text>	<text>text="童梦" font=77 link="ItemLinkInfo/8/10188"</text><text>text="、" font=18</text><text>text="丑丑的糖葫芦" font=77 link="ItemLinkInfo/8/13761"</text><text>text="、" font=18</text><text>text="七彩风车" font=74 link="ItemLinkInfo/8/17521"</text><text>text="、" font=18</text><text>text="玲珑藏梦" font=74 link="ItemLinkInfo/8/19808"</text><text>text="、" font=18</text><text>text="童心·飞旋" font=74 link="ItemLinkInfo/8/25198"</text><text>text="、" font=18</text><text>text="夏风飘絮" font=74 link="ItemLinkInfo/8/25471"</text><text>text="、" font=18</text><text>text="萝卜小兔" font=171 link="ItemLinkInfo/10/1161"</text><text>text="、" font=284</text><text>text="闲趣册·月" font=80 link="ItemLinkInfo/5/35820"</text>	<text>text="活动时间：2023年6月1日7:00至2023年6月22日7:00\\\n" font=158</text><text>text="        1、桃花仙和蛋叉叔叔准备了丰厚的礼品，打算送给有志于助幼儿成长的侠客，在主城活动区，期待侠士们的到来。\\\n        2、节日期间，侠士可前往扬州、成都，在" font=284</text><text>text="[" font=173</text><text>text="小鲤鱼" font=173 link="NPCGuide/2032"</text><text>text="]" font=173</text><text>text="处接到任务，领取到一只节日专属飞行坐骑" font=284</text><text>text="飞天小鲤" font=171 link="ItemLinkInfo/8/22621"</text><text>text="，驾驶" font=284</text><text>text="飞天小鲤" font=171 link="ItemLinkInfo/8/22621"</text><text>text="击败飞天榴芒兔、完成公共事件则可获得节日代币" font=284</text><text>text="云端棉花糖" font=171 link="ItemLinkInfo/5/29886"</text><text>text="，换取挂件" font=284</text><text>text="仓仓小尾" font=171 link="ItemLinkInfo/8/25976"</text><text>text="及往年奖励。\\\n        3、节日期间，侠士可在扬州、成都、太原、侠客岛主城活动区的" font=284</text><text>text="[" font=173</text><text>text="儿童节货品" font=173 link="NPCGuide/2033"</text><text>text="]" font=173</text><text>text="处使用" font=284</text><text>text="山楂果" font=171 link="ItemLinkInfo/5/23545"</text><text>text="和金钱购买附魔道具，可用" font=284</text><text>text="山楂果" font=171 link="ItemLinkInfo/5/23545"</text><text>text="兑换" font=284</text><text>text="榆钱包" font=171 link="ItemLinkInfo/5/52329"</text><text>text="、" font=284</text><text>text="云间飞虹" font=171 link="ItemLinkInfo/10/771"</text><text>text="、" font=284</text><text>text="萝卜小兔" font=171 link="ItemLinkInfo/10/1161"</text><text>text="和" font=284</text><text>text="五行石（六级）" font=171 link="ItemLinkInfo/5/24447"</text><text>text="，并可用" font=284</text><text>text="榆钱" font=171 link="ItemLinkInfo/5/52157"</text><text>text="兑换" font=284</text><text>text="隐元秘宝·风云令" font=171 link="ItemLinkInfo/5/50779"</text><text>text="和" font=284</text><text>text="除滞散" font=171 link="ItemLinkInfo/5/40385"</text><text>text="。" font=284</text>	4		1	ui/Image/Active/Calendar/JieRi_ErTongJie_S.tga		0																	ui/Image/Active/AnNiuDiTu/JirRi_TongYong.tga		ui/Image/Active/Calendar/JieRi_ErTongJie_B.tga	5			1		2	1019	
44	战场-云湖天池		3	4	120		5	0			1		10人对抗	<text>text="可前往" font=284</text><text>text="[" font=173</text><text>text="扬州" font=173 link="NPCGuide/58"</text><text>text="][" font=173</text><text>text="成都" font=173 link="NPCGuide/164"</text><text>text="]" font=173</text><text>text="或" font=284</text><text>text="[" font=173</text><text>text="太原" font=173 link="NPCGuide/860"</text><text>text="]" font=173</text><text>text="战场报名人处参加跨服战场排队。" font=284</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、" font=284</text><text>text="中午12点~次日凌晨1点" font=158</text><text>text="开放，12点开始时即可获得战阶积分和双倍威名点奖励。\\\n3、和正先锋小队声望未达到尊敬的浩气盟玩家或恣桀先锋小队声望未达到尊敬的恶人谷玩家，可获得对应声望奖励。\\\n4、每周最多获得" font=284</text><text>text="60000点战场双倍威名点" font=158</text><text>text="，每获得7500双倍威名点，将额外获得" font=284</text><text>text="200精力、1000战阶、1000威名点上限、50帮会资金、1个神威宝箱" font=158</text><text>text="。" font=284</text>	3	30;10;0;	0	ui/Image/Active/Calendar/ZC_YunHuTianChi_S.tga							4122	1	1							0~999			ui/Image/Active/AnNiuDiTu/ZC_YunHuTianChi.tga		ui/Image/Active/Calendar/ZC_YunHuTianChi_B.tga				1				
45	逐鹿赛隐藏父活动		3		95	8	0	0			1			<text>text="扬州，成都擂台" font=18</text>		<text>text="11111" font=18</text>	3																			0~999													
46	帮会擂台逐鹿赛	每个月第一周的周一到周四，晚上8:30—10:30	3	3	95					50	1		个人比武	<text>text="        浩气盟玩家可前往" font=18</text><text>text="扬州王露儿" font=168 link="NPCGuide/121"</text><text>text="处报名参赛；恶人谷玩家可前往" font=18</text><text>text="成都马" font=32 link="NPCGuide/122"</text><text>text="婧" font=168 link="NPCGuide/122"</text><text>text="处报名参赛" font=18</text>	<text>text="        " font=198</text><text>text="人气投票赛晋级资格" font=198 link="TongActivity/2/5/0"</text>	<text>text="        1、 每月第一周，逐鹿帖使用排名前32位的选手，从周一到周四将进行代表帮会的擂台赛\\\n        2、浩气盟和恶人谷的比赛在不同地点同时进行\\\n        3、4天逐鹿赛共有4名浩气盟侠士和4名恶人谷侠士晋级到" font=18</text><text>text="人气投票赛" font=18 link="TongActivity/2/5/0"</text>	3																			0~999													
49	争霸赛隐藏父活动		3		95	0	0	0			4						3																			0~999													
50	帮会擂台争霸赛	每月第二周的周一到周四，8:30—10:30	3		95			0			1		个人比武	<text>text="        扬州，成都擂台" font=18</text>		<text>text="        每月第二周，使用争霸帖报名的玩家，从周一到周四将进行代表各自帮会的擂台赛。" font=18</text>	3																			0~999													
51	帮会擂台人气投票	每月第二周周四晚上10:30到每月第三周周五早上7:00	3		20	4:100;		0			2		人气投票	<text>text="        点击" font=18</text><text>text="擂台界面的投票分页" font=18 link="TongActivity/2/5/0"</text><text>text="下的月度竞猜按钮进行投票" font=18</text>	<text>text="        竞投的玩家获得擂台赛冠军，则自己可获得海量不占周上限的" font=198</text><text>text="江湖贡献" font=198 link="Library/17/1/0"</text>	<text>text="        预计所需时间5分钟" font=168</text><text>text="\\\n        1、每月第三周，对有资格竞技帮会擂台赛决赛的选手进行投票\\\n        2、得票最多的8位选手将获得最后进入决赛的资格" font=18</text>	3																			0~999													
52	下月帮会擂台报名	每月第三周周一到周日	3		95	0	0	0			2			<text>text="不限" font=18</text>		<text>text="每月第三周，拥有争霸帖的玩家可以直接使用报名参加下月的帮会擂台赛。拥有逐鹿帖的玩家也可以使用帖子预报名。最后使用帖子最多的前32个玩家可以获得下月比赛资格。" font=18</text>	3																			0~999													
53	下月逐鹿帖争夺赛		3		95	0	0	0			4						3																			0~999													
